id_pedido,timestamp,id_produto,nome_produto,categoria,preco,quantidade
P1767,2024-05-14 20:59:15,PROD01,Smartphone X,Smartphones,3500.0,1
P1768,2024-05-14 20:59:40,PROD01,Smartphone X,Smartphones,3500.0,1
P1769,2024-05-14 21:15:05,PROD09,Webcam Full HD,Acessórios,300.0,1
P1770,2024-05-14 21:39:34,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1771,2024-05-14 21:42:12,PROD09,Webcam Full HD,Acessórios,300.0,1
P1772,2024-05-14 21:44:47,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1773,2024-05-14 21:50:53,PROD05,Jogo Aventura,Games,199.9,1
P1774,2024-05-14 22:07:33,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1775,2024-05-14 22:11:44,PROD05,Jogo Aventura,Games,199.9,1
P1776,2024-05-14 22:15:29,PROD06,Mouse Gamer W,Acessórios,150.0,2
P1777,2024-05-14 22:21:15,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1778,2024-05-14 22:32:29,PROD06,Mouse Gamer W,Acessórios,150.0,1
P1779,2024-05-14 23:03:25,PROD03,Notebook Pro,Notebooks,7500.0,1
P1780,2024-05-14 23:11:06,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1781,2024-05-14 23:11:59,PROD01,Smartphone X,Smartphones,3500.0,1
P1782,2024-05-14 23:33:27,PROD05,Jogo Aventura,Games,199.9,1
P1783,2024-05-14 23:35:38,PROD10,SSD 1TB,Componentes,600.0,1
P1784,2024-05-14 23:46:21,PROD03,Notebook Pro,Notebooks,7500.0,1
P1784,2024-05-14 23:57:04,PROD10,SSD 1TB,Componentes,600.0,1
P1784,2024-05-15 00:11:50,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1785,2024-05-15 00:50:38,PROD10,SSD 1TB,Componentes,600.0,1
P1786,2024-05-15 01:06:03,PROD10,SSD 1TB,Componentes,600.0,1
P1787,2024-05-15 01:35:29,PROD06,Mouse Gamer W,Acessórios,150.0,3
P1788,2024-05-15 01:40:06,PROD06,Mouse Gamer W,Acessórios,150.0,2
P1789,2024-05-15 01:55:28,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1790,2024-05-15 01:57:44,PROD06,Mouse Gamer W,Acessórios,150.0,1
P1791,2024-05-15 01:59:42,PROD10,SSD 1TB,Componentes,600.0,1
P1792,2024-05-15 02:24:47,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1793,2024-05-15 02:33:39,PROD06,Mouse Gamer W,Acessórios,150.0,1
P1794,2024-05-15 02:34:34,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1795,2024-05-15 02:58:38,PROD01,Smartphone X,Smartphones,3500.0,1
P1796,2024-05-15 03:20:56,PROD03,Notebook Pro,Notebooks,7500.0,1
P1797,2024-05-15 03:28:13,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1798,2024-05-15 03:31:02,PROD09,Webcam Full HD,Acessórios,300.0,1
P1799,2024-05-15 03:46:22,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1800,2024-05-15 03:52:24,PROD05,Jogo Aventura,Games,199.9,1
P1801,2024-05-15 04:31:56,PROD10,SSD 1TB,Componentes,600.0,1
P1802,2024-05-15 04:34:05,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1803,2024-05-15 04:46:56,PROD04,Teclado Gamer Z,Acessórios,450.0,3
P1804,2024-05-15 04:48:09,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1805,2024-05-15 04:54:47,PROD01,Smartphone X,Smartphones,3500.0,1
P1806,2024-05-15 05:11:25,PROD01,Smartphone X,Smartphones,3500.0,1
P1807,2024-05-15 05:14:54,PROD07,Monitor Ultrawide,Monitores,1800.0,2
P1808,2024-05-15 05:19:00,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1809,2024-05-15 05:30:24,PROD03,Notebook Pro,Notebooks,7500.0,1
P1810,2024-05-15 05:39:01,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1810,2024-05-15 06:07:12,PROD03,Notebook Pro,Notebooks,7500.0,2
P1811,2024-05-15 06:08:46,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1812,2024-05-15 06:11:46,PROD05,Jogo Aventura,Games,199.9,1
P1813,2024-05-15 06:12:22,PROD05,Jogo Aventura,Games,199.9,2
P1814,2024-05-15 06:18:41,PROD03,Notebook Pro,Notebooks,7500.0,1
P1815,2024-05-15 06:19:38,PROD09,Webcam Full HD,Acessórios,300.0,1
P1816,2024-05-15 06:42:09,PROD09,Webcam Full HD,Acessórios,300.0,1
P1817,2024-05-15 07:02:26,PROD09,Webcam Full HD,Acessórios,300.0,1
P1818,2024-05-15 07:04:13,PROD10,SSD 1TB,Componentes,600.0,1
P1819,2024-05-15 07:20:27,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1820,2024-05-15 07:22:24,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1821,2024-05-15 07:32:59,PROD09,Webcam Full HD,Acessórios,300.0,3
P1822,2024-05-15 07:44:22,PROD01,Smartphone X,Smartphones,3500.0,1
P1823,2024-05-15 07:49:38,PROD03,Notebook Pro,Notebooks,7500.0,1
P1824,2024-05-15 07:51:15,PROD05,Jogo Aventura,Games,199.9,1
P1825,2024-05-15 07:59:50,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1826,2024-05-15 08:01:14,PROD06,Mouse Gamer W,Acessórios,150.0,1
P1827,2024-05-15 08:13:43,PROD05,Jogo Aventura,Games,199.9,1
P1828,2024-05-15 08:25:02,PROD10,SSD 1TB,Componentes,600.0,1
P1829,2024-05-15 08:50:21,PROD10,SSD 1TB,Componentes,600.0,1
P1830,2024-05-15 08:57:49,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1831,2024-05-15 08:59:54,PROD05,Jogo Aventura,Games,199.9,1
P1832,2024-05-15 09:02:50,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1832,2024-05-15 09:20:35,PROD05,Jogo Aventura,Games,199.9,1
P1833,2024-05-15 09:48:43,PROD05,Jogo Aventura,Games,199.9,1
P1834,2024-05-15 09:51:24,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1835,2024-05-15 09:52:12,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1836,2024-05-15 10:00:30,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1837,2024-05-15 10:10:58,PROD05,Jogo Aventura,Games,199.9,1
P1838,2024-05-15 10:21:44,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1839,2024-05-15 10:29:29,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1839,2024-05-15 10:32:17,PROD05,Jogo Aventura,Games,199.9,3
P1840,2024-05-15 10:35:08,PROD03,Notebook Pro,Notebooks,7500.0,1
P1841,2024-05-15 10:40:37,PROD09,Webcam Full HD,Acessórios,300.0,3
P1841,2024-05-15 11:05:16,PROD03,Notebook Pro,Notebooks,7500.0,3
P1842,2024-05-15 11:13:38,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1843,2024-05-15 11:29:53,PROD09,Webcam Full HD,Acessórios,300.0,1
P1844,2024-05-15 11:44:40,PROD05,Jogo Aventura,Games,199.9,1
P1844,2024-05-15 11:57:29,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1844,2024-05-15 12:29:46,PROD05,Jogo Aventura,Games,199.9,1
P1845,2024-05-15 12:57:35,PROD04,Teclado Gamer Z,Acessórios,450.0,2
P1846,2024-05-15 13:13:17,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1847,2024-05-15 13:20:03,PROD09,Webcam Full HD,Acessórios,300.0,1
P1848,2024-05-15 13:25:39,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1849,2024-05-15 13:59:52,PROD01,Smartphone X,Smartphones,3500.0,1
P1850,2024-05-15 14:04:53,PROD10,SSD 1TB,Componentes,600.0,1
P1850,2024-05-15 14:09:09,PROD01,Smartphone X,Smartphones,3500.0,1
P1851,2024-05-15 14:14:32,PROD05,Jogo Aventura,Games,199.9,1
P1851,2024-05-15 15:22:00,PROD02,Fone Bluetooth Y,Acessórios,250.0,2
P1852,2024-05-15 15:30:26,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1852,2024-05-15 15:31:43,PROD01,Smartphone X,Smartphones,3500.0,2
P1853,2024-05-15 15:55:36,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1854,2024-05-15 15:57:12,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1855,2024-05-15 15:58:20,PROD05,Jogo Aventura,Games,199.9,2
P1856,2024-05-15 16:14:32,PROD09,Webcam Full HD,Acessórios,300.0,1
P1857,2024-05-15 16:18:54,PROD03,Notebook Pro,Notebooks,7500.0,1
P1858,2024-05-15 16:25:08,PROD10,SSD 1TB,Componentes,600.0,2
P1859,2024-05-15 16:41:08,PROD05,Jogo Aventura,Games,199.9,1
P1860,2024-05-15 16:58:44,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1860,2024-05-15 17:00:38,PROD10,SSD 1TB,Componentes,600.0,1
P1860,2024-05-15 17:11:47,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1861,2024-05-15 17:19:33,PROD01,Smartphone X,Smartphones,3500.0,1
P1862,2024-05-15 17:25:58,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1862,2024-05-15 17:34:34,PROD10,SSD 1TB,Componentes,600.0,1
P1863,2024-05-15 17:44:18,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1864,2024-05-15 17:49:09,PROD03,Notebook Pro,Notebooks,7500.0,1
P1865,2024-05-15 17:54:51,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1866,2024-05-15 17:59:09,PROD09,Webcam Full HD,Acessórios,300.0,1
P1867,2024-05-15 18:01:56,PROD06,Mouse Gamer W,Acessórios,150.0,1
P1867,2024-05-15 18:16:16,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1868,2024-05-15 18:16:43,PROD03,Notebook Pro,Notebooks,7500.0,1
P1869,2024-05-15 18:17:35,PROD03,Notebook Pro,Notebooks,7500.0,1
P1870,2024-05-15 18:21:22,PROD03,Notebook Pro,Notebooks,7500.0,1
P1871,2024-05-15 18:29:02,PROD10,SSD 1TB,Componentes,600.0,1
P1872,2024-05-15 18:30:43,PROD05,Jogo Aventura,Games,199.9,1
P1873,2024-05-15 18:46:48,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1874,2024-05-15 18:52:31,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1875,2024-05-15 18:56:16,PROD05,Jogo Aventura,Games,199.9,1
P1876,2024-05-15 19:04:19,PROD03,Notebook Pro,Notebooks,7500.0,2
P1877,2024-05-15 19:09:01,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1878,2024-05-15 19:17:37,PROD05,Jogo Aventura,Games,199.9,1
P1879,2024-05-15 19:48:35,PROD09,Webcam Full HD,Acessórios,300.0,1
P1880,2024-05-15 19:53:58,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1881,2024-05-15 20:05:50,PROD05,Jogo Aventura,Games,199.9,3
P1881,2024-05-15 20:08:43,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1881,2024-05-15 20:26:55,PROD03,Notebook Pro,Notebooks,7500.0,2
P1882,2024-05-15 20:36:40,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1883,2024-05-15 20:43:09,PROD09,Webcam Full HD,Acessórios,300.0,2
P1883,2024-05-15 20:46:48,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1884,2024-05-15 20:51:30,PROD09,Webcam Full HD,Acessórios,300.0,2
P1885,2024-05-15 21:05:07,PROD10,SSD 1TB,Componentes,600.0,1
P1886,2024-05-15 21:18:50,PROD01,Smartphone X,Smartphones,3500.0,1
P1887,2024-05-15 21:41:39,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1888,2024-05-15 21:58:47,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1889,2024-05-15 22:05:15,PROD01,Smartphone X,Smartphones,3500.0,1
P1890,2024-05-15 22:15:29,PROD01,Smartphone X,Smartphones,3500.0,1
P1891,2024-05-15 22:27:48,PROD06,Mouse Gamer W,Acessórios,150.0,2
P1892,2024-05-15 22:50:31,PROD06,Mouse Gamer W,Acessórios,150.0,1
P1893,2024-05-15 22:53:45,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1894,2024-05-15 22:53:45,PROD03,Notebook Pro,Notebooks,7500.0,1
P1895,2024-05-15 22:54:11,PROD07,Monitor Ultrawide,Monitores,1800.0,2
P1896,2024-05-15 22:56:04,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1897,2024-05-15 23:03:35,PROD01,Smartphone X,Smartphones,3500.0,1
P1898,2024-05-15 23:17:45,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1898,2024-05-15 23:30:19,PROD10,SSD 1TB,Componentes,600.0,1
P1899,2024-05-15 23:39:14,PROD03,Notebook Pro,Notebooks,7500.0,1
P1900,2024-05-15 23:45:18,PROD09,Webcam Full HD,Acessórios,300.0,1
P1901,2024-05-15 23:49:21,PROD06,Mouse Gamer W,Acessórios,150.0,2
P1902,2024-05-16 00:06:09,PROD01,Smartphone X,Smartphones,3500.0,1
P1903,2024-05-16 00:16:47,PROD10,SSD 1TB,Componentes,600.0,1
P1904,2024-05-16 00:55:14,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1905,2024-05-16 01:00:19,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1906,2024-05-16 01:03:08,PROD06,Mouse Gamer W,Acessórios,150.0,1
P1907,2024-05-16 01:09:13,PROD10,SSD 1TB,Componentes,600.0,1
P1908,2024-05-16 01:11:37,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1909,2024-05-16 01:29:11,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1910,2024-05-16 01:35:54,PROD03,Notebook Pro,Notebooks,7500.0,1
P1910,2024-05-16 02:23:23,PROD03,Notebook Pro,Notebooks,7500.0,2
P1911,2024-05-16 02:31:19,PROD09,Webcam Full HD,Acessórios,300.0,2
P1912,2024-05-16 02:49:01,PROD10,SSD 1TB,Componentes,600.0,1
P1913,2024-05-16 02:59:23,PROD06,Mouse Gamer W,Acessórios,150.0,1
P1914,2024-05-16 03:07:57,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1915,2024-05-16 03:50:02,PROD05,Jogo Aventura,Games,199.9,2
P1916,2024-05-16 03:59:06,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1917,2024-05-16 04:03:15,PROD03,Notebook Pro,Notebooks,7500.0,1
P1918,2024-05-16 04:03:46,PROD03,Notebook Pro,Notebooks,7500.0,1
P1918,2024-05-16 04:04:23,PROD09,Webcam Full HD,Acessórios,300.0,2
P1919,2024-05-16 04:14:09,PROD04,Teclado Gamer Z,Acessórios,450.0,2
P1920,2024-05-16 04:53:49,PROD06,Mouse Gamer W,Acessórios,150.0,1
P1921,2024-05-16 05:00:10,PROD09,Webcam Full HD,Acessórios,300.0,1
P1922,2024-05-16 05:02:13,PROD09,Webcam Full HD,Acessórios,300.0,2
P1923,2024-05-16 05:17:17,PROD08,Cadeira Gamer,Móveis,1200.0,3
P1924,2024-05-16 05:29:53,PROD09,Webcam Full HD,Acessórios,300.0,1
P1925,2024-05-16 05:36:13,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1926,2024-05-16 05:50:14,PROD10,SSD 1TB,Componentes,600.0,1
P1927,2024-05-16 06:02:09,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1927,2024-05-16 06:02:13,PROD04,Teclado Gamer Z,Acessórios,450.0,2
P1928,2024-05-16 06:15:42,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1929,2024-05-16 06:18:20,PROD05,Jogo Aventura,Games,199.9,1
P1930,2024-05-16 06:24:30,PROD04,Teclado Gamer Z,Acessórios,450.0,2
P1930,2024-05-16 06:27:22,PROD05,Jogo Aventura,Games,199.9,1
P1931,2024-05-16 06:35:30,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1932,2024-05-16 06:41:37,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1933,2024-05-16 06:53:49,PROD03,Notebook Pro,Notebooks,7500.0,2
P1934,2024-05-16 06:59:13,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1935,2024-05-16 07:02:20,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1936,2024-05-16 07:07:58,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1937,2024-05-16 07:12:39,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1938,2024-05-16 07:14:52,PROD03,Notebook Pro,Notebooks,7500.0,1
P1938,2024-05-16 07:19:32,PROD09,Webcam Full HD,Acessórios,300.0,1
P1939,2024-05-16 07:23:34,PROD09,Webcam Full HD,Acessórios,300.0,2
P1940,2024-05-16 07:24:49,PROD09,Webcam Full HD,Acessórios,300.0,1
P1941,2024-05-16 07:30:44,PROD10,SSD 1TB,Componentes,600.0,1
P1942,2024-05-16 07:36:23,PROD01,Smartphone X,Smartphones,3500.0,2
P1943,2024-05-16 07:53:24,PROD05,Jogo Aventura,Games,199.9,1
P1944,2024-05-16 07:55:18,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1945,2024-05-16 08:10:22,PROD09,Webcam Full HD,Acessórios,300.0,3
P1946,2024-05-16 08:12:08,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1947,2024-05-16 08:26:56,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1948,2024-05-16 08:32:48,PROD09,Webcam Full HD,Acessórios,300.0,1
P1949,2024-05-16 08:47:45,PROD10,SSD 1TB,Componentes,600.0,1
P1950,2024-05-16 09:14:51,PROD06,Mouse Gamer W,Acessórios,150.0,3
P1951,2024-05-16 09:24:27,PROD05,Jogo Aventura,Games,199.9,1
P1952,2024-05-16 09:30:48,PROD10,SSD 1TB,Componentes,600.0,2
P1953,2024-05-16 09:31:13,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1954,2024-05-16 09:38:00,PROD06,Mouse Gamer W,Acessórios,150.0,1
P1955,2024-05-16 09:51:22,PROD10,SSD 1TB,Componentes,600.0,1
P1956,2024-05-16 10:12:06,PROD05,Jogo Aventura,Games,199.9,1
P1957,2024-05-16 10:13:56,PROD05,Jogo Aventura,Games,199.9,1
P1958,2024-05-16 10:16:41,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1959,2024-05-16 10:17:22,PROD05,Jogo Aventura,Games,199.9,1
P1960,2024-05-16 10:21:08,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1961,2024-05-16 10:22:32,PROD09,Webcam Full HD,Acessórios,300.0,1
P1961,2024-05-16 10:33:21,PROD10,SSD 1TB,Componentes,600.0,1
P1962,2024-05-16 10:34:19,PROD05,Jogo Aventura,Games,199.9,1
P1963,2024-05-16 10:35:23,PROD01,Smartphone X,Smartphones,3500.0,1
P1964,2024-05-16 10:49:39,PROD10,SSD 1TB,Componentes,600.0,1
P1965,2024-05-16 10:58:09,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1966,2024-05-16 11:01:07,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1967,2024-05-16 11:11:42,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P1968,2024-05-16 11:15:13,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1969,2024-05-16 11:27:40,PROD01,Smartphone X,Smartphones,3500.0,1
P1970,2024-05-16 11:28:26,PROD09,Webcam Full HD,Acessórios,300.0,1
P1971,2024-05-16 11:36:34,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1972,2024-05-16 11:58:22,PROD05,Jogo Aventura,Games,199.9,1
P1972,2024-05-16 12:03:35,PROD03,Notebook Pro,Notebooks,7500.0,1
P1973,2024-05-16 12:08:22,PROD04,Teclado Gamer Z,Acessórios,450.0,2
P1973,2024-05-16 12:37:11,PROD03,Notebook Pro,Notebooks,7500.0,1
P1974,2024-05-16 12:39:17,PROD04,Teclado Gamer Z,Acessórios,450.0,3
P1975,2024-05-16 12:41:56,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1976,2024-05-16 12:55:40,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1977,2024-05-16 13:22:25,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1978,2024-05-16 13:24:40,PROD09,Webcam Full HD,Acessórios,300.0,1
P1979,2024-05-16 13:30:22,PROD05,Jogo Aventura,Games,199.9,1
P1980,2024-05-16 13:39:17,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P1981,2024-05-16 14:01:48,PROD09,Webcam Full HD,Acessórios,300.0,1
P1982,2024-05-16 14:14:11,PROD10,SSD 1TB,Componentes,600.0,2
P1982,2024-05-16 14:29:13,PROD01,Smartphone X,Smartphones,3500.0,2
P1983,2024-05-16 14:43:41,PROD01,Smartphone X,Smartphones,3500.0,1
P1984,2024-05-16 15:20:16,PROD09,Webcam Full HD,Acessórios,300.0,1
P1985,2024-05-16 15:24:17,PROD01,Smartphone X,Smartphones,3500.0,1
P1985,2024-05-16 15:26:46,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P1985,2024-05-16 15:28:09,PROD09,Webcam Full HD,Acessórios,300.0,1
P1986,2024-05-16 15:49:43,PROD08,Cadeira Gamer,Móveis,1200.0,1
P1987,2024-05-16 15:57:07,PROD03,Notebook Pro,Notebooks,7500.0,2
P1987,2024-05-16 16:08:04,PROD03,Notebook Pro,Notebooks,7500.0,1
