id_pedido,timestamp,id_produto,nome_produto,categoria,preco,quantidade
P2626,2024-05-21 17:57:00,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2627,2024-05-21 17:58:24,PROD04,Teclado Gamer Z,Acessórios,450.0,2
P2628,2024-05-21 18:13:52,PROD10,SSD 1TB,Componentes,600.0,1
P2629,2024-05-21 18:17:11,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2630,2024-05-21 18:33:42,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2630,2024-05-21 18:50:03,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2631,2024-05-21 18:50:07,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2632,2024-05-21 18:50:14,PROD09,Webcam Full HD,Acessórios,300.0,2
P2633,2024-05-21 18:53:50,PROD05,Jogo Aventura,Games,199.9,1
P2634,2024-05-21 18:58:42,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2635,2024-05-21 19:14:59,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2636,2024-05-21 19:24:37,PROD01,Smartphone X,Smartphones,3500.0,1
P2637,2024-05-21 19:35:28,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2638,2024-05-21 19:39:47,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2639,2024-05-21 19:44:23,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2639,2024-05-21 19:47:33,PROD10,SSD 1TB,Componentes,600.0,1
P2639,2024-05-21 20:01:50,PROD10,SSD 1TB,Componentes,600.0,1
P2640,2024-05-21 20:02:19,PROD03,Notebook Pro,Notebooks,7500.0,2
P2641,2024-05-21 20:09:16,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2641,2024-05-21 20:13:13,PROD05,Jogo Aventura,Games,199.9,1
P2642,2024-05-21 20:27:59,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2643,2024-05-21 20:47:33,PROD01,Smartphone X,Smartphones,3500.0,1
P2644,2024-05-21 20:52:46,PROD10,SSD 1TB,Componentes,600.0,1
P2645,2024-05-21 20:57:10,PROD01,Smartphone X,Smartphones,3500.0,1
P2645,2024-05-21 21:08:10,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2645,2024-05-21 21:14:16,PROD10,SSD 1TB,Componentes,600.0,1
P2645,2024-05-21 21:14:56,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2646,2024-05-21 21:32:40,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2647,2024-05-21 21:46:24,PROD05,Jogo Aventura,Games,199.9,1
P2648,2024-05-21 22:01:53,PROD09,Webcam Full HD,Acessórios,300.0,1
P2649,2024-05-21 22:19:47,PROD10,SSD 1TB,Componentes,600.0,1
P2650,2024-05-21 22:21:11,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2650,2024-05-21 22:25:31,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2651,2024-05-21 22:40:42,PROD01,Smartphone X,Smartphones,3500.0,1
P2652,2024-05-21 22:50:19,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2653,2024-05-21 23:19:54,PROD05,Jogo Aventura,Games,199.9,1
P2653,2024-05-21 23:22:15,PROD10,SSD 1TB,Componentes,600.0,1
P2654,2024-05-21 23:36:13,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2655,2024-05-22 00:16:38,PROD01,Smartphone X,Smartphones,3500.0,1
P2656,2024-05-22 00:21:34,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2656,2024-05-22 00:41:11,PROD10,SSD 1TB,Componentes,600.0,1
P2657,2024-05-22 00:48:35,PROD07,Monitor Ultrawide,Monitores,1800.0,2
P2658,2024-05-22 01:00:58,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2659,2024-05-22 01:16:50,PROD09,Webcam Full HD,Acessórios,300.0,1
P2660,2024-05-22 01:32:16,PROD07,Monitor Ultrawide,Monitores,1800.0,2
P2661,2024-05-22 02:00:06,PROD03,Notebook Pro,Notebooks,7500.0,3
P2662,2024-05-22 02:07:58,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2662,2024-05-22 02:10:34,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2663,2024-05-22 02:22:01,PROD09,Webcam Full HD,Acessórios,300.0,3
P2664,2024-05-22 02:23:48,PROD10,SSD 1TB,Componentes,600.0,1
P2665,2024-05-22 02:28:28,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2666,2024-05-22 02:33:55,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2667,2024-05-22 02:55:09,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2668,2024-05-22 03:00:50,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2669,2024-05-22 03:09:04,PROD03,Notebook Pro,Notebooks,7500.0,1
P2669,2024-05-22 03:44:31,PROD09,Webcam Full HD,Acessórios,300.0,1
P2670,2024-05-22 03:46:00,PROD01,Smartphone X,Smartphones,3500.0,1
P2671,2024-05-22 03:46:58,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2672,2024-05-22 03:48:00,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2672,2024-05-22 03:53:08,PROD01,Smartphone X,Smartphones,3500.0,1
P2673,2024-05-22 04:06:20,PROD02,Fone Bluetooth Y,Acessórios,250.0,2
P2674,2024-05-22 04:07:34,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2675,2024-05-22 04:07:45,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2676,2024-05-22 04:40:58,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2677,2024-05-22 04:47:22,PROD01,Smartphone X,Smartphones,3500.0,1
P2678,2024-05-22 04:48:32,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2679,2024-05-22 04:49:19,PROD04,Teclado Gamer Z,Acessórios,450.0,2
P2680,2024-05-22 04:55:39,PROD05,Jogo Aventura,Games,199.9,3
P2681,2024-05-22 04:56:21,PROD10,SSD 1TB,Componentes,600.0,1
P2682,2024-05-22 05:05:07,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2682,2024-05-22 05:09:30,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2683,2024-05-22 05:19:12,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2684,2024-05-22 05:31:01,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2685,2024-05-22 05:37:44,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2686,2024-05-22 05:39:28,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2687,2024-05-22 06:36:06,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2688,2024-05-22 06:43:46,PROD09,Webcam Full HD,Acessórios,300.0,1
P2689,2024-05-22 06:56:52,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2690,2024-05-22 06:57:35,PROD08,Cadeira Gamer,Móveis,1200.0,2
P2691,2024-05-22 07:22:19,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2692,2024-05-22 07:22:52,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2693,2024-05-22 07:26:39,PROD09,Webcam Full HD,Acessórios,300.0,1
P2694,2024-05-22 07:28:10,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2694,2024-05-22 07:33:45,PROD09,Webcam Full HD,Acessórios,300.0,1
P2694,2024-05-22 07:41:26,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2694,2024-05-22 07:47:19,PROD01,Smartphone X,Smartphones,3500.0,1
P2695,2024-05-22 07:47:21,PROD06,Mouse Gamer W,Acessórios,150.0,2
P2696,2024-05-22 07:49:07,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2697,2024-05-22 08:18:15,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2698,2024-05-22 08:23:18,PROD05,Jogo Aventura,Games,199.9,1
P2699,2024-05-22 08:45:55,PROD01,Smartphone X,Smartphones,3500.0,1
P2700,2024-05-22 09:00:34,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2700,2024-05-22 09:02:16,PROD01,Smartphone X,Smartphones,3500.0,1
P2701,2024-05-22 09:06:33,PROD06,Mouse Gamer W,Acessórios,150.0,2
P2702,2024-05-22 09:08:49,PROD01,Smartphone X,Smartphones,3500.0,1
P2703,2024-05-22 09:13:31,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2704,2024-05-22 09:16:05,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2705,2024-05-22 09:27:06,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2706,2024-05-22 09:49:15,PROD09,Webcam Full HD,Acessórios,300.0,1
P2707,2024-05-22 09:50:33,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2708,2024-05-22 09:59:25,PROD09,Webcam Full HD,Acessórios,300.0,1
P2709,2024-05-22 10:44:10,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2709,2024-05-22 11:10:07,PROD10,SSD 1TB,Componentes,600.0,1
P2710,2024-05-22 11:18:25,PROD08,Cadeira Gamer,Móveis,1200.0,2
P2711,2024-05-22 11:20:28,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2712,2024-05-22 11:25:46,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2713,2024-05-22 11:28:22,PROD01,Smartphone X,Smartphones,3500.0,2
P2714,2024-05-22 11:32:07,PROD04,Teclado Gamer Z,Acessórios,450.0,2
P2715,2024-05-22 11:40:23,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2716,2024-05-22 12:10:36,PROD09,Webcam Full HD,Acessórios,300.0,1
P2717,2024-05-22 12:11:07,PROD06,Mouse Gamer W,Acessórios,150.0,2
P2718,2024-05-22 12:26:15,PROD01,Smartphone X,Smartphones,3500.0,1
P2719,2024-05-22 12:29:53,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2720,2024-05-22 12:38:10,PROD09,Webcam Full HD,Acessórios,300.0,1
P2721,2024-05-22 12:43:38,PROD05,Jogo Aventura,Games,199.9,2
P2722,2024-05-22 12:44:23,PROD01,Smartphone X,Smartphones,3500.0,1
P2723,2024-05-22 13:03:21,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2724,2024-05-22 13:17:53,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2725,2024-05-22 13:38:52,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2726,2024-05-22 13:42:50,PROD10,SSD 1TB,Componentes,600.0,1
P2727,2024-05-22 13:46:20,PROD05,Jogo Aventura,Games,199.9,1
P2728,2024-05-22 14:09:57,PROD08,Cadeira Gamer,Móveis,1200.0,2
P2729,2024-05-22 14:13:03,PROD09,Webcam Full HD,Acessórios,300.0,1
P2730,2024-05-22 14:23:43,PROD08,Cadeira Gamer,Móveis,1200.0,3
P2731,2024-05-22 14:31:56,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2731,2024-05-22 14:31:59,PROD01,Smartphone X,Smartphones,3500.0,1
P2731,2024-05-22 14:32:15,PROD01,Smartphone X,Smartphones,3500.0,2
P2732,2024-05-22 14:50:55,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2733,2024-05-22 15:05:42,PROD04,Teclado Gamer Z,Acessórios,450.0,3
P2733,2024-05-22 15:06:24,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2734,2024-05-22 15:11:19,PROD03,Notebook Pro,Notebooks,7500.0,1
P2735,2024-05-22 15:19:29,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2735,2024-05-22 15:22:23,PROD05,Jogo Aventura,Games,199.9,1
P2736,2024-05-22 15:43:19,PROD09,Webcam Full HD,Acessórios,300.0,1
P2737,2024-05-22 15:51:46,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2738,2024-05-22 16:21:50,PROD05,Jogo Aventura,Games,199.9,1
P2739,2024-05-22 16:47:04,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2740,2024-05-22 17:07:04,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2741,2024-05-22 17:08:42,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2742,2024-05-22 17:21:45,PROD03,Notebook Pro,Notebooks,7500.0,3
P2743,2024-05-22 17:28:18,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2744,2024-05-22 17:33:53,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2745,2024-05-22 17:37:14,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2745,2024-05-22 17:46:33,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2746,2024-05-22 17:57:44,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2746,2024-05-22 18:01:53,PROD01,Smartphone X,Smartphones,3500.0,1
P2747,2024-05-22 18:02:56,PROD01,Smartphone X,Smartphones,3500.0,3
P2748,2024-05-22 18:13:59,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2749,2024-05-22 18:14:16,PROD07,Monitor Ultrawide,Monitores,1800.0,2
P2750,2024-05-22 18:14:44,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2751,2024-05-22 18:22:39,PROD10,SSD 1TB,Componentes,600.0,1
P2752,2024-05-22 18:22:50,PROD10,SSD 1TB,Componentes,600.0,1
P2753,2024-05-22 18:24:48,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2754,2024-05-22 18:25:39,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2755,2024-05-22 18:29:02,PROD09,Webcam Full HD,Acessórios,300.0,1
P2756,2024-05-22 18:43:17,PROD03,Notebook Pro,Notebooks,7500.0,1
P2757,2024-05-22 19:36:08,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2758,2024-05-22 19:57:12,PROD10,SSD 1TB,Componentes,600.0,1
P2759,2024-05-22 20:01:43,PROD01,Smartphone X,Smartphones,3500.0,1
P2760,2024-05-22 20:08:34,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2761,2024-05-22 20:19:31,PROD03,Notebook Pro,Notebooks,7500.0,1
P2762,2024-05-22 20:19:57,PROD10,SSD 1TB,Componentes,600.0,1
P2763,2024-05-22 20:27:54,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2764,2024-05-22 20:33:02,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2765,2024-05-22 20:36:44,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2766,2024-05-22 20:47:22,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2767,2024-05-22 20:49:02,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2767,2024-05-22 20:53:56,PROD04,Teclado Gamer Z,Acessórios,450.0,3
P2768,2024-05-22 21:02:08,PROD10,SSD 1TB,Componentes,600.0,1
P2769,2024-05-22 21:05:13,PROD01,Smartphone X,Smartphones,3500.0,1
P2770,2024-05-22 21:06:27,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2771,2024-05-22 21:07:31,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2771,2024-05-22 21:17:55,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2772,2024-05-22 21:29:50,PROD03,Notebook Pro,Notebooks,7500.0,1
P2773,2024-05-22 21:38:27,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2774,2024-05-22 21:41:48,PROD10,SSD 1TB,Componentes,600.0,2
P2775,2024-05-22 21:55:47,PROD03,Notebook Pro,Notebooks,7500.0,1
P2776,2024-05-22 22:00:48,PROD03,Notebook Pro,Notebooks,7500.0,2
P2777,2024-05-22 22:05:38,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2778,2024-05-22 22:14:24,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2778,2024-05-22 22:16:27,PROD09,Webcam Full HD,Acessórios,300.0,1
P2779,2024-05-22 22:18:51,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2780,2024-05-22 22:23:55,PROD09,Webcam Full HD,Acessórios,300.0,1
P2781,2024-05-22 22:34:23,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2782,2024-05-22 22:39:40,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2783,2024-05-22 22:56:48,PROD09,Webcam Full HD,Acessórios,300.0,1
P2784,2024-05-22 23:04:37,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2785,2024-05-22 23:14:01,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2785,2024-05-22 23:23:42,PROD10,SSD 1TB,Componentes,600.0,1
P2785,2024-05-22 23:31:35,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2786,2024-05-22 23:47:29,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2786,2024-05-23 00:12:09,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2787,2024-05-23 00:19:07,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2788,2024-05-23 00:20:33,PROD01,Smartphone X,Smartphones,3500.0,3
P2789,2024-05-23 00:36:52,PROD05,Jogo Aventura,Games,199.9,1
P2790,2024-05-23 00:46:05,PROD09,Webcam Full HD,Acessórios,300.0,1
P2791,2024-05-23 01:05:41,PROD09,Webcam Full HD,Acessórios,300.0,1
P2792,2024-05-23 01:27:56,PROD09,Webcam Full HD,Acessórios,300.0,1
P2793,2024-05-23 01:28:33,PROD05,Jogo Aventura,Games,199.9,1
P2794,2024-05-23 01:42:07,PROD03,Notebook Pro,Notebooks,7500.0,1
P2795,2024-05-23 01:57:32,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2796,2024-05-23 02:03:37,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2797,2024-05-23 02:14:15,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2798,2024-05-23 02:26:21,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2799,2024-05-23 02:28:04,PROD09,Webcam Full HD,Acessórios,300.0,1
P2800,2024-05-23 02:32:02,PROD09,Webcam Full HD,Acessórios,300.0,1
P2801,2024-05-23 02:40:34,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2801,2024-05-23 02:44:46,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2802,2024-05-23 02:46:32,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2803,2024-05-23 02:53:32,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2804,2024-05-23 02:55:39,PROD09,Webcam Full HD,Acessórios,300.0,1
P2805,2024-05-23 03:05:51,PROD10,SSD 1TB,Componentes,600.0,1
P2806,2024-05-23 03:07:09,PROD03,Notebook Pro,Notebooks,7500.0,1
P2807,2024-05-23 03:09:22,PROD09,Webcam Full HD,Acessórios,300.0,1
P2808,2024-05-23 03:16:48,PROD03,Notebook Pro,Notebooks,7500.0,1
P2808,2024-05-23 03:25:50,PROD05,Jogo Aventura,Games,199.9,2
P2809,2024-05-23 03:46:35,PROD03,Notebook Pro,Notebooks,7500.0,1
P2810,2024-05-23 04:04:59,PROD09,Webcam Full HD,Acessórios,300.0,2
P2811,2024-05-23 04:15:26,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2812,2024-05-23 04:35:26,PROD01,Smartphone X,Smartphones,3500.0,1
P2813,2024-05-23 04:37:05,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2814,2024-05-23 04:41:29,PROD05,Jogo Aventura,Games,199.9,1
P2815,2024-05-23 04:45:41,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2816,2024-05-23 04:56:14,PROD07,Monitor Ultrawide,Monitores,1800.0,3
P2816,2024-05-23 04:57:00,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2816,2024-05-23 05:12:56,PROD02,Fone Bluetooth Y,Acessórios,250.0,2
P2817,2024-05-23 05:38:39,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2818,2024-05-23 05:58:46,PROD03,Notebook Pro,Notebooks,7500.0,1
P2819,2024-05-23 06:05:23,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2820,2024-05-23 06:11:32,PROD01,Smartphone X,Smartphones,3500.0,1
P2821,2024-05-23 06:15:42,PROD10,SSD 1TB,Componentes,600.0,1
P2821,2024-05-23 06:39:27,PROD09,Webcam Full HD,Acessórios,300.0,1
P2822,2024-05-23 06:45:56,PROD01,Smartphone X,Smartphones,3500.0,1
P2823,2024-05-23 06:47:59,PROD09,Webcam Full HD,Acessórios,300.0,1
P2823,2024-05-23 06:51:07,PROD05,Jogo Aventura,Games,199.9,1
P2824,2024-05-23 07:00:30,PROD05,Jogo Aventura,Games,199.9,1
P2825,2024-05-23 07:09:47,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2826,2024-05-23 07:17:34,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2827,2024-05-23 07:22:16,PROD04,Teclado Gamer Z,Acessórios,450.0,1
P2828,2024-05-23 07:32:30,PROD03,Notebook Pro,Notebooks,7500.0,1
P2829,2024-05-23 07:34:33,PROD09,Webcam Full HD,Acessórios,300.0,1
P2830,2024-05-23 07:54:25,PROD01,Smartphone X,Smartphones,3500.0,1
P2831,2024-05-23 08:01:55,PROD05,Jogo Aventura,Games,199.9,1
P2831,2024-05-23 08:16:54,PROD06,Mouse Gamer W,Acessórios,150.0,1
P2832,2024-05-23 08:18:22,PROD05,Jogo Aventura,Games,199.9,1
P2833,2024-05-23 08:18:54,PROD08,Cadeira Gamer,Móveis,1200.0,1
P2834,2024-05-23 08:35:06,PROD02,Fone Bluetooth Y,Acessórios,250.0,2
P2835,2024-05-23 09:02:42,PROD04,Teclado Gamer Z,Acessórios,450.0,2
P2835,2024-05-23 09:03:15,PROD10,SSD 1TB,Componentes,600.0,1
P2836,2024-05-23 09:41:29,PROD01,Smartphone X,Smartphones,3500.0,1
P2837,2024-05-23 09:45:47,PROD09,Webcam Full HD,Acessórios,300.0,2
P2838,2024-05-23 09:47:16,PROD03,Notebook Pro,Notebooks,7500.0,1
P2839,2024-05-23 10:01:34,PROD07,Monitor Ultrawide,Monitores,1800.0,1
P2840,2024-05-23 10:04:07,PROD02,Fone Bluetooth Y,Acessórios,250.0,1
P2841,2024-05-23 10:07:44,PROD05,Jogo Aventura,Games,199.9,1
P2842,2024-05-23 10:08:07,PROD01,Smartphone X,Smartphones,3500.0,1
P2843,2024-05-23 10:15:27,PROD10,SSD 1TB,Componentes,600.0,1
P2844,2024-05-23 10:18:29,PROD10,SSD 1TB,Componentes,600.0,1
